query (Chinese),babyface酒吧,ca1226,ca1701,kkmall,lv,八大胡同,百度地图,北京ktv,北京spa,北京按摩,北京奥特莱斯,北京八达岭长城,北京八大胡同,北京暴雨,北京北海公园,北京本地人,北京宾馆,北京菜,北京餐馆,北京餐厅,北京茶油鸭,北京昌平地图,北京朝阳大悦城,北京地产,北京地铁,北京地铁13号线,北京地铁16号线,北京地铁1号线,北京地铁3号线,北京地铁查询,北京地铁电话,北京地铁公司,北京地铁规划,北京地铁时间,北京地铁线路图,北京地铁运营时间,北京地图,北京房地产,北京格林豪泰酒店,北京工艺品,北京供暖,北京购物,北京购物攻略,北京购物中心,北京簋街,北京果脯,北京航班,北京航空,北京好玩的地方,北京后海,北京胡同,北京胡同游,北京怀柔旅游,北京纪念品,北京交通图,北京景点地图,北京酒吧,北京酒店,北京剧院,北京烤鸭,北京空气质量,北京老胡同,北京厉家菜,北京旅行社,北京旅游,北京旅游包车,北京旅游公司,北京旅游攻略,北京旅游景点,北京旅游团,北京美食,北京美食攻略,北京明天天气,北京木偶剧院,北京鸟巢,北京七日游,北京气象局,北京前门建国饭店,北京青年旅行社,北京桑拿,北京桑拿论坛,北京商业地产,北京石景山万达广场,北京实时天气,北京食品,北京市朝阳区地图,北京市文化局,北京水果,北京顺义地图,北京四合院,北京酥糖,北京糖葫芦,北京特产,北京特色酒店,北京特色美食,北京天气,北京天子酒店,北京铁路,北京土特产,北京王府井,北京五星酒店,北京西城区地图,北京西郊宾馆,北京洗浴,北京香山,北京小吃,北京新闻,北京烟袋斜街,北京演出,北京演出公司,北京夜店,北京夜色,北京夜生活,北京一日游,北京游玩,北京长城,北京长城饭店,北京长城门票,北京长城一日游,北京中国国际旅行社,北京周边两日游,北京周边游,北京住宿,昌平旅游景点,炒肝,陈奕迅演唱会,大兴地图,大运河公园,大众点评,稻香村,房山地图,凤凰旅游,古长城,国家大剧院演出信息,国子监街,航班动态,航班号,航班取消,航运界,鹤峰茶,后海酒吧,胡桃里,金拱门,京八件,京港地铁,景泰蓝,九门小吃,居庸关长城,菊儿胡同,兰桂坊,朗园,六必居酱菜,卤煮火烧,驴打滚,帽儿胡同,密云天气,明长城,慕田峪长城,拿铁酒吧,南锣鼓巷,南长城,内画壶,三里屯,史家胡同,世界公园,首都机场,天马旅行社,豌豆黄,万里长城简介,万象城官网,王府井大街,五道口酒吧,西单大悦城,小红书,小南国,蟹岛度假村,秀水街,演出票,远东百货,长城的象征意义,长城历史,长城资料,职工之家酒店,中山音乐堂
Oct-11,7168,1743,813,10484,249820,12792,752930,8563,3796,14252,14378,9308,8784,6308,8472,612,12448,5285,3889,4583,5266,7059,5840,3608,336654,9528,4987,10384,4991,13815,3033,4863,10599,27578,197767,16468,706208,11242,5597,4341,7574,11379,8713,6188,9966,5969,5108,8509,36616,17353,16139,8553,3271,5073,12932,4825,13587,19629,13169,31647,7439,4832,3906,18554,69552,3062,4056,37271,37002,10216,14721,10560,9475,5928,11426,4424,6874,3721,19451,7708,3581,2414,5258,4419,6756,7301,5128,2093,6392,12267,2173,4686,36266,5098,7438,1727962,3914,5928,5494,12472,4971,5506,6353,10016,38721,39759,28246,4233,7035,6387,34656,2080,7162,31443,9618,17893,6691,4779,6793,6055,6531,13453,14112,11851,9580,54026,4673,1805,658056,26691,4191,14245,2512,17766,2849,16898,6371,3647,4221,300,8702,0,61,5858,8840,30850,11437,9737,4295,32976,3596,7479,10163,15063,5574,6018,4177,20496,8117,48987,3591,2714,45420,2371,34938,76985,8645,7458,12214,3363,6370,5206,20475,305,19787,11987,19401,8279,9076,938,7076,16186,620,7891
Nov-11,7622,1731,1313,10662,249658,12145,701589,8860,3439,13854,11888,6761,7503,5524,6773,1173,10719,5151,3988,4221,4646,7020,5119,4047,310099,9116,5925,9847,4901,9710,3096,5166,11937,13982,175661,18997,651823,12476,5893,4006,13475,9621,7810,5595,8652,5575,4391,7837,28322,12488,14063,5987,1141,4245,10875,3741,12617,17519,24827,26492,10478,3989,3526,14988,46656,2410,3540,27863,23422,7147,13887,8595,9255,5425,9092,3665,6673,3585,16367,7328,4151,2684,5397,4470,6592,7289,5179,1641,6102,12119,1976,4345,33726,5271,6941,1888936,3728,4913,4622,10508,4852,5379,6447,10077,17355,33175,28844,3740,6635,6541,31684,1975,6867,21900,7184,15230,6242,3785,4822,6108,2883,7432,10655,3537,8812,50570,4387,183,697535,26551,3538,11000,2650,18847,2766,17585,6286,4078,4326,559,7383,0,0,5604,9308,29842,8078,6939,4534,48614,3592,6635,10467,16094,5445,6288,3255,10924,8141,36468,5087,2113,42993,2364,18731,70328,6470,6961,10973,3771,6939,5249,19947,684,21579,9611,14837,9358,10640,1098,4997,16201,2663,7949
Dec-11,7856,1677,1367,11317,236042,11256,697242,11280,4077,15483,12002,5633,6755,4590,5825,550,11080,5233,3336,4222,3967,7114,5699,3711,372056,8903,6774,11039,5533,9414,3819,5969,13953,10922,205747,23987,632906,11043,5749,3744,4143,9751,7558,5315,7650,6184,7060,8220,25760,14003,12303,6064,639,4336,9366,3010,12979,17199,20846,25454,12413,3948,3820,15744,44165,2403,3708,23017,17906,5556,13707,8565,7121,6283,8839,3325,6617,3317,18723,7633,4528,2347,6417,5013,7007,7009,5296,2003,5766,11438,2620,4331,38183,5753,6250,1427714,1965,7469,4783,10797,5018,5206,6042,11041,7216,31695,31153,3516,7496,6051,36232,1574,6433,19344,6773,11467,6366,3638,5297,6018,2537,8028,10521,2293,8636,67995,4580,115,790440,30388,3260,10110,2424,19521,2692,20236,6368,5111,4599,247,7181,0,0,6749,11664,30847,8553,5651,4543,40051,3321,6029,9692,16686,5480,6216,2949,7892,7867,36374,3169,2277,45403,2249,14582,108206,7280,6927,6391,4518,6896,5375,24205,312,24138,14375,16301,11626,10872,487,3616,5079,2299,9180
Jan-12,6607,1828,1224,9046,204593,10736,665677,8546,3558,28086,12567,5787,6519,3318,6513,494,10259,4780,3062,4561,2784,6240,5550,2893,352604,8390,5681,10148,5472,9798,4397,4759,11522,19210,210649,35337,472366,8392,5190,3307,3412,9166,6207,4554,7530,6585,5143,8640,27369,12589,10341,6427,1407,4437,10076,3471,11889,14251,13742,23680,7664,3588,3004,14221,46483,2032,2973,31420,20015,5421,12806,8702,6078,6773,8288,3186,5883,3159,15709,6818,3098,1784,5326,4111,6066,6244,4708,1740,5432,8828,3420,3954,38685,4593,5554,990874,2548,8835,5063,10358,4320,5149,4847,10317,6043,27622,23666,3693,6825,4200,33086,994,5893,20055,7031,10670,5643,3440,5399,5246,1276,7644,9851,1812,8634,56988,3778,61,693933,46800,3639,10435,1898,18508,2478,26301,5826,5185,3897,1095,6612,0,61,12402,8862,23531,8902,5724,3833,40027,4136,6363,7979,15218,5866,5887,2746,7980,6519,38593,2471,1772,46456,2259,14035,101594,7454,7362,3443,4454,6089,4240,26725,250,24030,11694,14590,9828,8608,0,3054,2879,2136,7783
Feb-12,6245,1930,967,9016,232560,11439,808000,8493,4009,28743,11090,6178,6995,3610,7069,600,11301,5057,3301,4614,3533,8477,5338,4094,378661,9298,6156,10284,5822,12016,3594,5706,16487,15600,256525,29618,704334,10983,6213,3654,4355,10264,6329,4918,10172,5171,3910,8554,36987,14455,12026,6672,3073,4198,12545,4371,13744,18220,12045,22932,6227,4131,4846,17092,54490,2347,3802,32896,27495,6798,14400,8392,7557,5823,9569,3815,6247,3861,18848,7468,3140,2579,5733,4088,6401,8408,5687,1465,8138,19896,2040,3683,28138,5724,6765,1507026,1488,4547,4265,11693,4709,6194,5864,10137,7761,33256,30563,3824,6347,5623,36392,2063,6445,26005,8495,13356,6047,3958,5596,6099,2698,10789,11304,2983,9747,70605,4946,251,807488,32753,4030,12308,1975,17741,3213,20480,5803,4405,4584,1376,7510,0,0,6468,10315,48588,11540,6407,7713,37092,3555,6328,9112,15085,5894,6115,3126,9018,7736,44170,3200,2203,46120,2662,19472,74385,7913,9359,11630,3722,6227,4799,21848,248,22985,8264,14365,8703,8959,253,4096,7323,2812,7653
Mar-12,6530,1861,1155,8202,242059,12620,944531,9275,4278,25566,13311,8382,7746,4590,8634,1286,13344,5753,3478,4699,4449,8001,5666,4311,389927,10227,6060,11803,5502,13244,3709,5838,15175,13403,257375,27081,785659,11983,6833,4116,8568,12248,7386,5913,10305,5865,5604,8554,44003,18188,14963,7918,4891,4889,13879,5654,14475,22370,12592,30591,7166,4667,4158,22706,76033,2659,4899,44465,38238,10510,17309,9013,12017,5469,13311,4942,8448,3993,25581,8814,3632,2849,5913,5777,6867,8221,7429,2645,8051,28885,2437,4305,39070,5918,8014,2653260,2715,5338,4988,13621,5050,6176,6796,10855,11093,39575,51465,4212,7238,6426,36370,2794,7079,33426,10678,18505,7239,4974,7426,7363,7432,21736,15707,4573,9827,88884,5244,185,861702,32975,4002,21624,2253,17445,4268,20894,6616,4771,4757,1212,8410,0,0,6866,10959,34159,10663,8114,6283,39520,3802,6687,10452,19185,6868,8834,3381,14788,8214,47896,3605,2490,50717,2655,28277,86506,9954,9240,6296,3523,8098,5375,28071,437,23295,10201,18648,8883,8378,370,4513,5952,3003,9115
Apr-12,6806,2050,1569,10771,217256,12683,1081591,8516,4192,17411,13879,10070,8213,8512,11792,1130,14632,5279,2883,4420,4980,7598,5531,3713,435321,11208,6089,14511,5353,13278,3864,5153,14639,17820,271668,33035,794804,10631,6966,3984,1287,11847,7833,5770,11210,6239,5392,7070,52231,23921,16313,8664,6696,5332,11868,6611,12944,24350,14551,31387,7293,5150,3786,24163,92494,3344,4543,57075,50104,13163,17969,9828,14728,5954,14007,5044,9558,4322,25712,8500,3682,2478,5039,6597,5607,7807,5226,2366,7972,14843,2207,3827,41764,5782,8253,3157808,2744,5573,4973,13665,4918,6032,6625,10478,13269,39733,38711,4984,7038,6033,34486,2671,7095,40875,13184,20425,6243,5390,8039,7222,13534,23168,19065,11678,10140,95883,5007,2375,876223,32570,3850,22231,2388,19510,4373,26457,6179,4754,3706,1406,10219,0,0,6641,10063,32962,10870,11026,5465,37728,3982,6325,9681,16171,6331,9157,3790,20896,7702,54742,3929,1865,45729,2530,46456,87178,11927,10300,3906,3022,7617,5621,21200,381,19724,15012,19722,7020,8755,717,4232,5207,2882,8420
May-12,6709,2012,1591,9502,221875,12243,1072328,8388,4147,30066,12422,8643,7568,6276,9665,726,11854,5630,3249,4751,5077,7957,5638,3973,386106,10239,6001,29532,5774,11364,3548,5774,15011,16709,218881,32094,743093,10859,6581,3973,1479,10027,7140,5329,10830,5935,4486,8619,41252,20110,15408,7440,4725,5394,12769,5076,13174,20425,14666,32243,6547,4843,3898,21882,76168,4276,4743,47708,41565,11144,18214,10165,11672,6679,12796,5089,8084,4602,20170,8624,3298,3064,5206,5790,6584,7862,6025,2658,7867,13840,1655,3698,40160,5580,8061,2466940,2207,5274,4975,12776,4950,6216,7123,10692,10224,35323,35216,4479,6847,5530,33720,2675,6989,35836,10238,16075,6592,4909,7330,7319,9712,14284,15348,8656,9618,108865,5050,2016,886378,37710,4201,18018,2296,19835,3524,23440,6493,4098,4583,1843,9551,0,122,6366,11980,34473,11840,9016,5242,40418,3916,6103,10189,16292,6241,8225,5137,14516,7751,44985,3877,1980,45476,2541,36581,78675,10009,9839,3598,3646,8097,5571,19106,500,22036,15412,17460,6649,8397,1090,4426,4347,3343,9168
Jun-12,6458,2403,1776,8408,194272,10781,1064041,8581,3646,32060,11502,8284,7079,14602,9411,1276,12559,5379,3334,4852,5167,7497,5743,4106,390866,10270,5477,11972,7491,10638,3655,5116,15227,17289,197594,33215,749576,10776,7150,3764,1062,9890,6897,5142,11912,5500,5144,7856,46837,20093,13999,7299,4913,5386,11162,6038,13354,21198,14898,29489,6636,4734,4593,25515,85639,2451,5005,63111,43747,13319,19394,10310,10516,5889,11933,6063,8884,4441,26643,7928,3255,3021,5332,9436,5442,6956,5389,2147,7475,12228,1542,3483,40600,5319,8018,2635548,4101,5860,4866,13396,4668,5944,6625,10222,9581,36175,32213,4140,6839,4850,29902,2532,6682,37573,11112,15495,5808,4866,7524,7545,13348,18543,16211,7125,9453,66169,4632,2185,909876,35657,4080,19674,2097,18263,3170,28221,6500,4735,3994,1495,9277,0,61,5997,10480,34208,9408,8135,5067,39329,4462,5562,9613,14937,5635,8769,4252,12234,7901,44983,4469,1971,46191,2537,33374,90983,11782,10086,4151,3255,7663,5405,19719,383,23173,20398,20598,5789,8506,676,3747,3399,3003,11228
Jul-12,6706,2964,1643,10422,221218,11899,1384034,9222,4293,31874,12309,9356,7969,3560654,11060,1754,18804,5702,3462,5111,5378,8767,6028,4631,489397,12216,6192,17316,6429,12195,4942,5963,14046,19184,249210,41152,940901,11101,9029,4313,1281,12392,8981,5979,13277,6021,9430,8153,54932,25362,15458,8372,5281,7003,11994,8317,13984,29898,13206,32561,5149,5237,4773,32073,113027,3266,5983,89835,52221,17745,22586,13277,14599,7142,16017,6799,20258,4993,32266,8778,3393,4024,5788,20617,5526,8369,5667,3234,8149,12062,2854,4130,47878,5758,8694,4471138,2340,9358,5491,17970,4981,6806,7581,10654,10967,44616,82900,5017,7716,6474,31930,3149,7310,45030,12286,18591,6406,5505,8575,8540,14430,18044,24375,6404,11675,61274,5122,1824,1052426,32441,6260,22816,2026,22946,3689,38888,7150,5751,4417,1069,10081,0,0,7038,11790,40879,10468,10793,4972,46000,4520,6259,10617,16667,5948,11548,3333,13063,8101,56173,4442,2407,53959,2764,38287,124243,17559,11539,6094,3925,8834,4888,24751,64,29892,26592,24801,6346,8245,346,4013,2926,3654,13239
Aug-12,6865,2502,2297,10119,226257,12225,1332783,8545,4234,32620,13794,9450,7846,258228,10690,1200,14528,5646,3552,5259,5520,6933,6873,4418,389799,11252,5973,13961,5695,11843,3959,5398,12442,15887,231353,41096,790148,10592,7948,4152,2142,12445,9450,6343,12781,6257,5562,7999,54966,25285,15068,8419,5860,6478,11738,7493,14346,25579,12702,32644,5570,5311,5537,27757,99110,3063,5319,80317,52098,10907,20967,13028,12840,7183,13206,5407,9806,5145,29130,8726,2985,4236,5769,7975,4989,7916,5585,2926,7492,12479,2490,4588,47202,5730,8787,3868146,4097,7471,5266,16376,4877,6345,7323,10785,13850,43521,35130,5187,7652,6699,33376,3415,7599,43400,12115,18814,6174,5913,7917,7534,9916,16217,21011,8058,10714,47731,4938,1626,1063640,38861,4733,21095,2134,16816,3888,36316,7115,6931,4432,1472,10772,0,0,7305,10217,32892,18885,10472,5135,46076,4627,6697,10234,17806,5743,10413,3277,15494,8266,61195,4203,2280,54623,2680,39880,101096,12178,10994,6368,3460,8586,5254,24910,187,28590,27397,20178,6860,9897,57,4361,3813,3512,9748
Sep-12,6410,2372,1818,8417,211019,15110,1323164,7427,4086,21579,14234,9381,10310,40364,8678,1102,13677,5429,3696,4468,5148,5926,6807,3997,353506,11414,5489,12760,6452,9849,4020,4947,13477,17313,210351,40450,655676,9092,7264,4197,3245,10816,8576,5805,12623,6245,4979,7304,47278,21403,13878,7477,5939,5186,12114,7467,12935,23454,12178,32018,5137,4728,4080,25746,93104,2574,4887,80834,47765,11010,18093,11606,10143,5290,11352,5280,7540,4683,24395,8028,3278,3929,5211,7485,4873,6608,5342,2814,6438,11457,2741,4559,47225,5666,8368,3418702,5746,6673,4929,13596,4548,5702,6657,9738,26286,40541,35375,4411,6948,5868,31310,3044,6797,36584,10612,18357,5727,6082,6991,6751,7908,16998,19316,6461,10492,50024,4540,1996,859172,69547,4279,19455,2171,12931,4012,25266,6619,7510,4156,906,9591,0,0,7885,10845,31322,12246,8760,4821,41978,4154,6640,9435,15658,5659,9201,3034,16741,9411,52706,3600,2410,46295,2528,34046,83277,10127,9194,7793,2602,7120,5451,20506,368,24828,19883,19406,6958,10576,378,4807,6511,3574,7508
Oct-12,7207,2638,2098,7787,237521,14160,1348564,7572,4328,22964,16569,9717,8179,22326,9037,1024,11875,5840,3453,4738,4918,5772,7318,4547,375742,11928,6345,13278,6936,9753,3712,5630,16004,14533,199690,38824,623021,10162,6525,3882,15507,11540,8777,5599,13491,6069,4422,6436,43656,21440,15854,7951,4242,5201,10048,6686,12758,19327,11549,35592,6229,5219,4520,18268,77273,2751,4328,57811,51290,8167,19287,10881,10393,5716,12716,4775,6965,4414,16771,7793,3533,3693,5312,5663,4501,6716,5488,2694,6896,13047,2926,4795,40423,5553,8468,4153430,3514,4932,4821,15003,4569,5817,6520,10402,51919,43013,27053,4781,7168,6244,27972,2370,7704,33761,10298,19925,6408,5746,6549,5895,5511,11669,14762,9865,11598,48236,4713,2469,877782,36301,4311,16118,2261,15234,4134,19544,6457,4063,3999,1073,10227,0,0,6665,13027,33249,13505,11305,6191,44938,4893,7282,10770,18537,6191,9636,4043,24910,9113,61704,4280,2133,47440,2548,39892,72872,8036,9423,11648,2520,7594,5863,21589,495,23581,17607,19822,6564,8508,1555,7429,13653,2171,8867
Nov-12,7093,2867,1542,11031,236359,12019,1242916,7759,4230,18553,13190,6868,7001,22382,6811,1398,9371,5515,3690,4649,4302,5299,7458,4367,357395,10516,10024,11587,7449,9059,3885,5673,20360,11567,185210,29832,556969,9452,6154,3754,21869,9327,7657,5387,11041,5537,5726,6109,30520,13908,13442,6382,1741,4627,7992,4656,12030,16580,12577,29990,5741,4392,5009,13432,53969,1895,4173,38560,33363,5766,16309,8726,12621,5711,8823,3725,8159,4175,13551,7877,3304,4004,5193,7383,3239,5907,5727,2542,6409,12410,3179,4693,36891,5153,7744,5313818,5825,4745,4506,11231,4667,5622,6720,9978,17237,32585,29316,3950,6824,6126,25672,2639,7043,20333,7085,13985,5934,4423,4646,5483,3204,6106,10970,4327,10872,43911,4529,644,934479,29328,4265,10218,2264,15263,3860,20287,6188,4304,4524,1181,8562,0,0,6200,14581,27795,8989,6938,5400,67114,4282,6399,10256,16838,5934,13387,4250,10513,8316,44850,3740,2086,41374,2442,19583,80707,6780,10513,10533,2504,6552,5778,20035,186,22851,13267,15567,6499,9445,909,5721,15863,2157,7747
Dec-12,7441,2048,1900,9956,216184,18582,1196872,8047,4532,17460,13159,6019,7575,20346,5971,1188,9212,5343,3122,4864,4026,5263,7959,4472,577339,12556,8301,12790,8793,9408,5111,7598,19932,13426,232825,28667,511888,9935,6084,4178,6071,9366,7419,5358,10684,5595,7041,6419,27556,13137,11470,6540,976,4420,7691,3779,12522,15836,22050,28069,6166,4209,5049,16941,55427,1655,4008,45088,30913,6087,16713,8757,10085,6422,8817,3413,7755,4160,15104,8100,3578,4099,6177,7401,2665,6034,5759,2900,5827,12076,2778,4798,39674,5373,7147,5593742,4347,6039,4627,11187,4707,5403,6482,11375,7680,32652,35572,4081,7583,6363,27032,2682,6957,17253,7761,11310,5636,4229,4365,6278,2804,5908,10883,3035,10210,50090,4634,171,1001873,33224,4179,10580,2389,13352,3381,28944,6930,5832,4675,718,8555,0,0,7336,14884,26659,8528,5945,4906,84596,4093,5903,9910,18630,6045,13504,3025,7805,9028,43435,3321,1845,44393,2328,16129,98413,7360,10294,6109,2554,6197,5689,26767,127,28602,14111,13842,6680,8650,410,3946,5381,2164,9312
Jan-13,6696,2312,2871,8055,226403,15208,1325900,7896,4557,14502,13266,5827,7421,17510,6176,1296,8851,5353,3461,4809,2744,5019,7618,4623,694198,11180,10505,13488,12435,11258,5085,6241,17522,18717,169716,33178,507189,9823,6075,3834,4819,9144,7657,5330,10584,6993,7422,6860,31272,12182,10893,6298,824,4669,7995,4717,10985,14725,12324,30075,37966,4309,4558,13708,53297,1348,3886,43976,25587,5482,15903,9341,8275,5767,8053,3466,7370,4157,15272,7677,3535,3918,5630,5984,1853,5557,6468,2224,5953,11393,4035,4842,51465,4661,6523,5734004,3944,6752,4869,11601,4504,5519,5565,11638,6845,32492,32313,4154,6967,5183,24802,2765,6467,14983,7428,10024,5261,4190,4275,5244,2401,5621,10336,1690,11060,39621,4714,171,1112163,43987,4227,11198,1911,13975,4071,30666,6759,8243,4189,1131,8437,0,0,12135,12680,27735,9230,5733,4986,130854,4283,7099,10385,19650,5837,10609,3024,7422,7872,52383,3306,2477,45429,2270,16306,110052,6854,10209,4003,2314,5940,5557,25110,305,30292,12506,14395,5546,7691,114,3319,3751,1645,8259
Feb-13,5536,2683,1937,7307,208939,11949,1360198,6485,4126,12810,11926,6254,6645,13434,6479,1796,8534,4726,3158,4183,1931,4875,6573,4154,422419,9797,12800,11544,10313,9857,4022,4955,12948,16555,138013,31284,392101,8912,5479,3354,3919,7787,6443,4243,9393,5027,4935,5638,29534,11678,9535,6322,1799,3918,7869,4611,9557,13349,11105,22988,34066,3672,4206,12583,66755,915,3497,42828,44965,4967,13396,8512,8812,6125,7885,3312,6518,3024,13195,6816,2683,2864,4605,5522,1798,5483,4669,2003,5248,10960,2581,3832,30600,4205,6046,5634358,1863,4478,3693,10483,3768,4872,4281,9389,6984,27565,24484,3665,6090,4040,21488,2413,5296,17438,7245,10333,4320,4811,4208,4603,2240,6479,10284,2954,10412,33979,4239,408,854761,49620,4038,13318,1437,11755,3501,27786,5864,5511,3906,1765,7260,0,0,12085,9392,34883,9619,5954,4118,175172,3606,5695,8460,16672,4912,9595,2622,8081,7274,61975,3072,1561,40220,1837,19513,128068,6483,8949,5263,2147,5124,4834,23497,61,26837,8735,12383,4399,6983,114,3249,5391,1553,6336
Mar-13,5749,2959,2059,8075,251057,14050,1770000,7891,4658,15792,13483,8428,7623,16034,8402,942,10798,5812,3246,4655,3827,6768,7851,4861,493800,12364,9906,15165,7650,12619,4300,5954,15012,16856,177868,24776,659930,12333,6792,4051,9885,9754,8092,5686,12531,5299,4707,6593,46604,16924,13175,6512,4430,4679,8762,6221,12339,18948,12508,30334,53270,4426,5124,17426,71940,1637,4409,63502,47792,8020,18515,10381,15987,5562,10276,4151,8618,3944,18664,8533,3759,4123,5200,7662,2570,6905,6835,3000,7619,33279,2533,4592,38596,5212,8086,8313440,2468,4836,4450,13212,4516,5914,6849,11381,11895,36173,31244,4516,6797,5250,25954,2713,6968,26434,10174,16178,5698,7244,5218,6023,4765,10953,13686,4910,10611,44551,5187,1869,1026704,31638,4785,21125,2155,12189,4424,23369,6465,5008,4526,1136,10348,0,0,7272,12332,31421,9228,8241,5414,164152,4157,6639,12151,18119,5987,12903,3098,13306,7680,57355,4106,2874,48128,2945,35249,78828,8492,10076,6342,1998,6218,6531,21719,371,27615,10629,23965,4913,7590,1059,4385,5897,1357,7491
Apr-13,5504,2544,2319,8427,230170,15657,1786364,7053,4515,14272,15148,9560,7978,15348,10657,1355,11561,5499,3208,4613,2626,6795,6852,4444,500377,11712,10627,13658,7013,12424,3947,5418,12289,17164,168826,34122,595819,9790,6445,3885,2225,9571,8126,5374,13759,5579,3862,5937,53799,20830,14590,7471,6951,4919,7973,8425,11902,21885,12384,27332,35396,4781,4129,17640,95052,2807,4511,75507,52385,9210,19144,10707,17066,5848,9338,4343,8028,4024,18526,7456,3655,3605,4549,6112,2153,6483,6266,3049,7123,14538,2516,4156,44271,4879,7780,8082908,2952,4749,4580,13502,4137,5903,6553,10675,13956,38028,32720,4553,6567,4953,26238,2691,6746,37904,12130,18812,5323,7779,5703,5840,5495,17015,15434,8977,10669,54934,4815,2980,1055005,36463,4353,17869,2088,13269,4318,23707,6192,4668,4613,1515,10746,0,0,8557,12896,33534,10149,11216,5237,127858,4275,6282,9872,18557,5883,15218,3315,22706,7321,66942,3986,2707,48145,2405,54547,69996,9496,10635,6040,2677,6694,6375,21801,318,23380,16345,19447,5458,7859,643,4303,5263,1209,8021
May-13,5721,2208,2253,8907,234921,15776,1700356,7261,4783,16801,14369,7911,8465,17610,9285,1426,9679,5735,3134,4747,1917,6613,7285,4531,544875,11569,10215,13244,7692,11686,4346,6043,13252,15667,169232,30181,556262,9852,5702,3826,1954,9214,7311,5469,12731,5573,4205,5944,44157,18587,13339,7344,5201,4934,7388,6705,11337,21409,14084,28198,34963,4700,4924,17797,83161,3260,4483,69022,44473,8090,17637,9649,12893,6214,9072,4428,7556,3832,17609,7968,3579,3454,4596,6388,2443,6424,6122,3301,6743,13541,2791,3952,42054,4743,7872,6685268,3515,4875,4757,12857,4544,5736,6079,10118,10886,34790,40645,4351,6688,4571,25554,2574,6868,30991,9747,15057,5939,6772,5910,5927,4549,10581,12993,8727,10609,56321,4870,2980,1085541,34241,4524,14528,2063,14617,3942,25470,6486,5247,4993,1851,10797,0,0,7708,13453,36493,9546,9491,5371,133375,4553,6153,10042,17351,5661,13863,4148,16697,7648,56416,3850,2892,50306,2587,43195,73484,8533,11304,5270,1793,6391,6293,20114,124,25025,17630,18484,5336,9022,1383,4298,5080,1819,9102
Jun-13,5443,3357,2717,8845,286700,33743,1815693,7285,4517,22037,13958,7413,10809,41214,8891,1213,10518,5676,3026,4420,3362,6178,6428,4204,504990,11208,8989,13388,6659,10949,4088,4984,11581,17584,175086,31978,536871,9348,5952,3689,770,9136,7706,5210,12107,5385,6019,6546,50117,19272,12551,6767,5146,4774,6668,6972,11124,20075,12966,31838,44393,4713,4217,19362,85893,2478,4688,72104,44805,8421,21264,10510,14685,6032,8628,5166,11707,4288,21459,7149,3607,2909,4602,13954,2663,6307,5230,3273,6157,12865,2063,3806,43747,4967,7850,6581764,2456,4919,6946,13236,3989,5616,6237,9240,10269,36667,31558,4391,6658,4633,23970,2145,6510,32682,10394,14248,5169,6284,5634,6661,5269,12464,14064,5257,10619,61779,4746,2771,1103700,36152,4400,12926,1610,16634,4541,32709,6515,6207,5616,1708,10197,708,0,7268,10714,32091,10338,9027,5215,173143,4478,6097,11039,17010,6151,24248,4098,14848,8982,60522,3472,2966,64157,2359,40928,97305,10224,11310,5294,2080,6646,6429,21495,375,26601,20212,17677,4917,8395,1066,3807,4083,3146,10537
Jul-13,5778,3575,3500,10359,297729,34317,2362211,8391,4757,19529,14218,9059,10980,42414,10801,1255,13950,5686,3084,4681,3698,6716,10344,4588,613092,14440,9730,17307,7542,12727,4389,5288,12495,24490,207931,37778,684144,9812,7340,4049,1215,11282,9506,5947,14596,5679,7205,7081,57172,24236,13802,6286,5274,5874,6806,8374,12315,26602,12667,36452,40833,5359,4081,25539,111791,3111,5085,92202,50806,9918,25606,12878,13401,6851,9821,5966,11560,5041,29457,7441,3437,2731,4551,12556,2717,6928,5376,2929,6784,13040,2336,4103,48544,4930,8804,4814408,1241,5409,7727,18075,4228,5913,7124,9456,11147,45558,43650,4881,7272,4868,23870,2269,6433,46640,11493,17218,5314,7456,6189,7626,6269,13263,20989,5216,11521,66552,4967,2002,1313507,33825,4483,14828,3352,19374,5720,44782,7235,8150,5787,1341,14349,4141,74,7003,12105,33952,12178,10831,5593,247756,4686,6331,11394,19705,7156,14989,6256,16255,8607,73542,3638,2424,67743,4330,46809,184499,14904,14129,4822,1179,8034,6465,30687,732,28574,25319,19284,5499,8684,61,3656,3722,3226,11868
